RecNum, LahmanID, Year, Team, Lg
3083,swindgr01,1989,CLE,A
3084,tettlmi01,1989,BAL,A
3085,whitede03,1989,CAL,A
3086,bonilbo01,1989,PIT,N
3087,burketi01,1989,MON,N
3088,clarkwi02,1989,SF,N
3089,colemvi01,1989,STL,N
3090,daviser01,1989,CIN,N
3091,davisgl01,1989,HOU,N
3092,davisma01,1989,SD,N
3093,dawsoan01,1989,CHI,N
3094,francjo01,1989,CIN,N
3095,guerrpe01,1989,STL,N
3096,gwynnto01,1989,SD,N
3097,hayesvo01,1989,PHI,N
3098,hershor01,1989,LA,N
3099,howelja01,1989,LA,N
3100,johnsho01,1989,NY,N
3101,larkiba01,1989,CIN,N
3102,mitchke01,1989,SF,N
3103,penato01,1989,STL,N
3104,randowi01,1989,LA,N
3105,reuscri01,1989,SF,N
3106,sandbry01,1989,CHI,N
3107,santibe01,1989,SD,N
3108,schmimi01,1989,PHI,N
3109,sciosmi01,1989,LA,N
3110,scottmi03,1989,HOU,N
3111,smithoz01,1989,STL,N
3112,smoltjo01,1989,ATL,N
3113,strawda01,1989,NY,N
3114,sutclri01,1989,CHI,N
3115,wallati01,1989,MON,N
3116,willimi02,1989,CHI,N
3117,alomasa02,1990,CLE,A
3118,bellge01,1990,TOR,A
3119,boggswa01,1990,BOS,A
3120,burksel01,1990,BOS,A
3121,cansejo01,1990,OAK,A
3122,clemero02,1990,BOS,A
3123,eckerde01,1990,OAK,A
3124,fieldce01,1990,DET,A
3125,finlech01,1990,CAL,A
3126,francju01,1990,TEX,A
3127,griffke02,1990,SEA,A
3128,grubeke01,1990,TOR,A
3129,guilloz01,1990,CHI,A
3130,henderi01,1990,OAK,A
3131,jacobbr01,1990,CLE,A
3132,johnsra05,1990,SEA,A
3133,jonesdo01,1990,CLE,A
3134,mcgwima01,1990,OAK,A
3135,olsongr01,1990,BAL,A
3136,parkeda01,1990,MIL,A
3137,parrila02,1990,CAL,A
3138,puckeki01,1990,MIN,A
3139,ripkeca01,1990,BAL,A
3140,saberbr01,1990,KC,A
3141,saxst01,1990,NY,A
3142,stiebda01,1990,TOR,A
3143,thigpbo01,1990,CHI,A
3144,trammal01,1990,DET,A
3145,welchbo01,1990,OAK,A
3146,alomaro01,1990,SD,N
3147,armstja01,1990,CIN,N
3148,bondsba01,1990,PIT,N
3149,bonilbo01,1990,PIT,N
3150,brantje01,1990,SF,N
3151,clarkwi02,1990,SF,N
3152,dawsoan01,1990,CHI,N
3153,dibblro01,1990,CIN,N
3154,dunstsh01,1990,CHI,N
3155,dykstle01,1990,PHI,N
3156,francjo01,1990,NY,N
3157,gwynnto01,1990,SD,N
3158,heatone01,1990,PIT,N
3159,larkiba01,1990,CIN,N
3160,martide01,1990,MON,N
3161,martira02,1990,LA,N
3162,mitchke01,1990,SF,N
3163,myersra01,1990,CIN,N
3164,olsongr02,1990,ATL,N
3165,saboch01,1990,CIN,N
3166,sandbry01,1990,CHI,N
3167,santibe01,1990,SD,N
3168,sciosmi01,1990,LA,N
3169,smithda02,1990,HOU,N
3170,smithoz01,1990,STL,N
3171,strawda01,1990,NY,N
3172,violafr01,1990,NY,N
3173,wallati01,1990,MON,N
3174,willima04,1990,SF,N
3175,aguilri01,1991,MIN,A
3176,alomaro01,1991,TOR,A
3177,alomasa02,1991,CLE,A
3178,baineha01,1991,OAK,A
3179,boggswa01,1991,BOS,A
3180,cartejo01,1991,TOR,A
3181,clemero02,1991,BOS,A
3182,eckerde01,1991,OAK,A
3183,fieldce01,1991,DET,A
3184,fiskca01,1991,CHI,A
3185,francju01,1991,TEX,A
3186,griffke02,1991,SEA,A
3187,guilloz01,1991,CHI,A
3188,harvebr01,1991,CAL,A
3189,hendeda01,1991,OAK,A
3190,henderi01,1991,OAK,A
3191,keyji01,1991,TOR,A
3192,langsma01,1991,CAL,A
3193,mcdowja01,1991,CHI,A
3194,mcgwima01,1991,OAK,A
3195,molitpa01,1991,MIL,A
3196,morrija02,1991,MIN,A
3197,palmera01,1991,TEX,A
3198,puckeki01,1991,MIN,A
3199,reardje01,1991,BOS,A
3200,ripkeca01,1991,BAL,A
3201,sandesc01,1991,NY,A
3202,sierrru01,1991,TEX,A
3203,tartada01,1991,KC,A
3204,bellge01,1991,CHI,N
3205,biggicr01,1991,HOU,N
3206,bonilbo01,1991,PIT,N
3207,brownto05,1991,CIN,N
3208,butlebr01,1991,LA,N
3209,caldeiv01,1991,MON,N
3210,clarkwi02,1991,SF,N
3211,dawsoan01,1991,CHI,N
3212,dibblro01,1991,CIN,N
3213,glavito02,1991,ATL,N
3214,gwynnto01,1991,SD,N
3215,harnipe01,1991,HOU,N
3216,johnsho01,1991,NY,N
3217,josefe01,1991,STL,N
3218,krukjo01,1991,PHI,N
3219,larkiba01,1991,CIN,N
3220,martide01,1991,MON,N
3221,morgami01,1991,LA,N
3222,murraed02,1991,LA,N
3223,o'neipa01,1991,CIN,N
3224,saboch01,1991,CIN,N
3225,samueju01,1991,LA,N
3226,sandbry01,1991,CHI,N
3227,santibe01,1991,SD,N
3228,smilejo01,1991,PIT,N
3229,smithle02,1991,STL,N
3230,smithoz01,1991,STL,N
3231,strawda01,1991,LA,N
3232,violafr01,1991,NY,N
3233,aguilri01,1992,MIN,A
3234,alomaro01,1992,TOR,A
3235,alomasa02,1992,CLE,A
3236,anderbr01,1992,BAL,A
3237,baergca01,1992,CLE,A
3238,boggswa01,1992,BOS,A
3239,brownke01,1992,TEX,A
3240,cansejo01,1992,OAK,A
3241,cartejo01,1992,TOR,A
3242,clemero02,1992,BOS,A
3243,eckerde01,1992,OAK,A
3244,frymatr01,1992,DET,A
3245,griffke02,1992,SEA,A
3246,guzmaju01,1992,TOR,A
3247,kellyro01,1992,NY,A
3248,knoblch01,1992,MIN,A
3249,langsma01,1992,CAL,A
3250,martied01,1992,SEA,A
3251,mcdowja01,1992,CHI,A
3252,mcgwima01,1992,OAK,A
3253,molitpa01,1992,MIL,A
3254,montgje01,1992,KC,A
3255,mussimi01,1992,BAL,A
3256,nagych01,1992,CLE,A
3257,puckeki01,1992,MIN,A
3258,ripkeca01,1992,BAL,A
3259,rodriiv01,1992,TEX,A
3260,sierrru01,1992,TEX,A
3261,venturo01,1992,CHI,A
3262,biggicr01,1992,HOU,N
3263,bondsba01,1992,PIT,N
3264,charlno01,1992,CIN,N
3265,clarkwi02,1992,SF,N
3266,coneda01,1992,NY,N
3267,daultda01,1992,PHI,N
3268,fernato01,1992,SD,N
3269,gantro01,1992,ATL,N
3270,glavito02,1992,ATL,N
3271,gwynnto01,1992,SD,N
3272,jonesdo01,1992,HOU,N
3273,krukjo01,1992,PHI,N
3274,maddugr01,1992,CHI,N
3275,martide01,1992,MON,N
3276,mcgrifr01,1992,SD,N
3277,pagnoto01,1992,STL,N
3278,pendlte01,1992,ATL,N
3279,roberbi01,1992,CIN,N
3280,sandbry01,1992,CHI,N
3281,santibe01,1992,SD,N
3282,sharpmi01,1992,LA,N
3283,sheffga01,1992,SD,N
3284,smithle02,1992,STL,N
3285,smithoz01,1992,STL,N
3286,smoltjo01,1992,ATL,N
3287,tewksbo01,1992,STL,N
3288,vanslan01,1992,PIT,N
3289,walkela01,1992,MON,N
3290,aguilri01,1993,MIN,A
3291,alomaro01,1993,TOR,A
3292,baergca01,1993,CLE,A
3293,beller01,1993,CLE,A
3294,boggswa01,1993,NY,A
3295,cartejo01,1993,TOR,A
3296,coopesc01,1993,BOS,A
3297,fieldce01,1993,DET,A
3298,frymatr01,1993,DET,A
3299,gonzaju03,1993,TEX,A
3300,griffke02,1993,SEA,A
3301,hentgpa01,1993,TOR,A
3302,johnsra05,1993,SEA,A
3303,keyji01,1993,NY,A
3304,langsma01,1993,CAL,A
3305,mcdowja01,1993,CHI,A
3306,molitpa01,1993,TOR,A
3307,montgje01,1993,KC,A
3308,mussimi01,1993,BAL,A
3309,olerujo01,1993,TOR,A
3310,puckeki01,1993,MIN,A
3311,ripkeca01,1993,BAL,A
3312,rodriiv01,1993,TEX,A
3313,steinte01,1993,OAK,A
3314,thomafr04,1993,CHI,A
3315,vaughgr01,1993,MIL,A
3316,warddu01,1993,TOR,A
3317,whitede03,1993,TOR,A
3318,averyst01,1993,ATL,N
3319,beckro01,1993,SF,N
3320,bellja01,1993,PIT,N
3321,benesan01,1993,SD,N
3322,blausje01,1993,ATL,N
3323,bondsba01,1993,SF,N
3324,bonilbo01,1993,NY,N
3325,burkejo03,1993,SF,N
3326,daultda01,1993,PHI,N
3327,galaran01,1993,COL,N
3328,glavito02,1993,ATL,N
3329,gracema01,1993,CHI,N
3330,grissma02,1993,MON,N
3331,gwynnto01,1993,SD,N
3332,harvebr01,1993,FLA,N
3333,hollida01,1993,PHI,N
3334,jeffegr01,1993,STL,N
3335,justida01,1993,ATL,N
3336,kellyro01,1993,CIN,N
3337,kileda01,1993,HOU,N
3338,krukjo01,1993,PHI,N
3339,larkiba01,1993,CIN,N
3340,mulhote01,1993,PHI,N
3341,piazzmi01,1993,LA,N
3342,sandbry01,1993,CHI,N
3343,sheffga01,1993,FLA,N
3344,smithle02,1993,STL,N
3345,smoltjo01,1993,ATL,N
3346,thompro01,1993,SF,N
3347,vanslan01,1993,PIT,N
3348,belleal01,1994,CLE,A
3349,bereja01,1994,CHI,A
3350,boggswa01,1994,NY,A
3351,bonesri01,1994,MIL,A
3352,cartejo01,1994,TOR,A
3353,clarkwi02,1994,TEX,A
3354,coneda01,1994,KC,A
3355,coopesc01,1994,BOS,A
3356,davisch01,1994,CAL,A
3357,frymatr01,1994,DET,A
3358,griffke02,1994,SEA,A
3359,hentgpa01,1994,TOR,A
3360,johnsra05,1994,SEA,A
3361,keyji01,1994,NY,A
3362,knoblch01,1994,MIN,A
3363,loftoke01,1994,CLE,A
3364,molitpa01,1994,TOR,A
3365,mussimi01,1994,BAL,A
3366,o'neipa01,1994,NY,A
3367,puckeki01,1994,MIN,A
3368,ripkeca01,1994,BAL,A
3369,rodriiv01,1994,TEX,A
3370,sierrru01,1994,OAK,A
3371,smithle02,1994,BAL,A
3372,tettlmi01,1994,DET,A
3373,thomafr04,1994,CHI,A
3374,aloumo01,1994,MON,N
3375,bagweje01,1994,HOU,N
3376,beckro01,1994,SF,N
3377,bicheda01,1994,COL,N
3378,biggicr01,1994,HOU,N
3379,bondsba01,1994,SF,N
3380,caminke01,1994,HOU,N
3381,coninje01,1994,FLA,N
3382,cordewi01,1994,MON,N
3383,drabedo01,1994,HOU,N
3384,duncama01,1994,PHI,N
3385,dykstle01,1994,PHI,N
3386,fletcda01,1994,MON,N
3387,garcica01,1994,PIT,N
3388,grissma02,1994,MON,N
3389,gwynnto01,1994,SD,N
3390,hillke01,1994,MON,N
3391,hudekjo01,1994,HOU,N
3392,jacksda02,1994,PHI,N
3393,jeffegr01,1994,STL,N
3394,jonesdo01,1994,PHI,N
3395,justida01,1994,ATL,N
3396,larkiba01,1994,CIN,N
3397,maddugr01,1994,ATL,N
3398,mcgrifr01,1994,ATL,N
3399,myersra01,1994,CHI,N
3400,piazzmi01,1994,LA,N
3401,rijojo01,1994,CIN,N
3402,saberbr01,1994,NY,N
3403,smithoz01,1994,STL,N
3404,willima04,1994,SF,N
3405,alomaro01,1995,TOR,A
3406,appieke01,1995,KC,A
3407,baergca01,1995,CLE,A
3408,belleal01,1995,CLE,A
3409,boggswa01,1995,NY,A
3410,disarga01,1995,CAL,A
3411,edmonji01,1995,CAL,A
3412,finlech01,1995,CAL,A
3413,griffke02,1995,SEA,A
3414,hansoer01,1995,BOS,A
3415,johnsra05,1995,SEA,A
3416,loftoke01,1995,CLE,A
3417,martide01,1995,CLE,A
3418,martied01,1995,CLE,A
3419,martiti02,1995,SEA,A
3420,mcgwima01,1995,OAK,A
3421,mesajo01,1995,CLE,A
3422,o'neipa01,1995,NY,A
3423,ontivst02,1995,OAK,A
3424,puckeki01,1995,MIN,A
3425,ramirma02,1995,CLE,A
3426,ripkeca01,1995,BAL,A
3427,rodriiv01,1995,TEX,A
3428,rogerke01,1995,TEX,A
3429,seitzke01,1995,MIL,A
3430,smithle02,1995,CAL,A
3431,stanlmi02,1995,NY,A
3432,thomafr04,1995,CHI,A
3433,vaughmo01,1995,BOS,A
3434,wellsda01,1995,DET,A
3435,bicheda01,1995,COL,N
3436,biggicr01,1995,HOU,N
3437,bondsba01,1995,SF,N
3438,bonilbo01,1995,PIT,N
3439,castivi02,1995,COL,N
3440,coninje01,1995,FLA,N
3441,daultda01,1995,PHI,N
3442,dykstle01,1995,PHI,N
3443,gantro01,1995,CIN,N
3444,gracema01,1995,CHI,N
3445,greenty01,1995,PHI,N
3446,gwynnto01,1995,SD,N
3447,henketo01,1995,STL,N
3448,larkiba01,1995,CIN,N
3449,maddugr01,1995,ATL,N
3450,mcgrifr01,1995,ATL,N
3451,mondera01,1995,LA,N
3452,moranmi01,1995,PHI,N
3453,myersra01,1995,CHI,N
3454,neaglde01,1995,PIT,N
3455,nomohi01,1995,LA,N
3456,offerjo01,1995,LA,N
3457,perezca01,1995,MON,N
3458,piazzmi01,1995,LA,N
3459,sandere02,1995,CIN,N
3460,slocuhe01,1995,PHI,N
3461,smilejo01,1995,CIN,N
3462,smithoz01,1995,STL,N
3463,sosasa01,1995,CHI,N
3464,willima04,1995,SF,N
3465,worreto01,1995,LA,N
3466,alomaro01,1996,BAL,A
3467,alomasa02,1996,CLE,A
3468,anderbr01,1996,BAL,A
3469,belleal01,1996,CLE,A
3470,boggswa01,1996,NY,A
3471,buhneja01,1996,SEA,A
3472,cartejo01,1996,TOR,A
3473,finlech01,1996,CAL,A
3474,frymatr01,1996,DET,A
3475,griffke02,1996,SEA,A
3476,hernaro01,1996,CHI,A
3477,knoblch01,1996,MIN,A
3478,loftoke01,1996,CLE,A
3479,martied01,1996,SEA,A
3480,mcgwima01,1996,OAK,A
3481,mesajo01,1996,CLE,A
3482,montgje01,1996,KC,A
3483,nagych01,1996,CLE,A
3484,pavliro01,1996,TEX,A
3485,percitr01,1996,CAL,A
3486,pettian01,1996,NY,A
3487,ripkeca01,1996,BAL,A
3488,rodrial01,1996,SEA,A
3489,rodriiv01,1996,TEX,A
3490,thomafr04,1996,CHI,A
3491,vaughgr01,1996,MIL,A
3492,vaughmo01,1996,BOS,A
3493,wettejo01,1996,NY,A
3494,wilsoda01,1996,SEA,A
3495,bagweje01,1996,HOU,N
3496,bicheda01,1996,COL,N
3497,biggicr01,1996,HOU,N
3498,bondsba01,1996,SF,N
3499,bottari01,1996,PHI,N
3500,brownke01,1996,FLA,N
3501,burksel01,1996,COL,N
3502,caminke01,1996,SD,N
3503,glavito02,1996,ATL,N
3504,grudzma01,1996,MON,N
3505,gwynnto01,1996,SD,N
3506,hundlto01,1996,NY,N
3507,johnsla03,1996,NY,N
3508,jonesch06,1996,ATL,N
3509,kendaja01,1996,PIT,N
3510,larkiba01,1996,CIN,N
3511,leiteal01,1996,FLA,N
3512,maddugr01,1996,ATL,N
3513,martipe03,1996,MON,N
3514,mcgrifr01,1996,ATL,N
3515,piazzmi01,1996,LA,N
3516,rodrihe02,1996,LA,N
3517,sheffga01,1996,FLA,N
3518,smithoz01,1996,STL,N
3519,smoltjo01,1996,ATL,N
3520,trachst01,1996,CHI,N
3521,willima04,1996,SF,N
3522,wohlema01,1996,ATL,N
3523,worreto01,1996,LA,N
3524,younger01,1996,COL,N
3525,alomaro01,1997,BAL,A
3526,alomasa02,1997,CLE,A
3527,anderbr01,1997,BAL,A
3528,belleal01,1997,CHI,A
3529,cirilje01,1997,MIL,A
3530,clemero02,1997,TOR,A
3531,coneda01,1997,NY,A
3532,corajo01,1997,SEA,A
3533,dicksja01,1997,ANA,A
3534,garcino01,1997,BOS,A
3535,griffke02,1997,SEA,A
3536,hentgpa01,1997,TOR,A
3537,johnsra05,1997,COL,A
3538,knoblch01,1997,STL,A
3539,martied01,1997,CIN,A
3540,martiti02,1997,OAK,A
3541,mcgwima01,1997,STL,A
3542,mussimi01,1997,BAL,A
3543,myersra01,1997,BAL,A
3544,o'neipa01,1997,NY,A
3545,ripkeca01,1997,BAL,A
3546,riverma01,1997,NY,A
3547,rodrial01,1997,SEA,A
3548,rodriiv01,1997,TEX,A
3549,rosadjo01,1997,KC,A
3550,thomafr04,1997,CHI,A
3551,thomeji01,1997,CLE,A
3552,thompju02,1997,DET,A
3553,willibe02,1997,NY,A
3554,aloumo01,1997,FLA,N
3555,bagweje01,1997,HOU,N
3556,beckro01,1997,SF,N
3557,biggicr01,1997,HOU,N
3558,blausje01,1997,ATL,N
3559,bondsba01,1997,SF,N
3560,brownke01,1997,FLA,N
3561,caminke01,1997,SD,N
3562,claytro01,1997,STL,N
3563,estessh01,1997,SF,N
3564,finlest01,1997,SD,N
3565,galaran01,1997,COL,N
3566,glavito02,1997,ATL,N
3567,gracema01,1997,CHI,N
3568,gwynnto01,1997,SD,N
3569,hundlto01,1997,NY,N
3570,johnsch04,1997,FLA,N
3571,jonesbo04,1997,ATL,N
3572,jonesch06,1997,MIN,N
3573,kileda01,1997,HOU,N
3574,lankfra01,1997,ATL,N
3575,larkiba01,1997,CIN,N
3576,loftoke01,1997,ATL,N
3577,lopezja01,1997,ATL,N
3578,maddugr01,1997,SEA,N
3579,martipe03,1997,NY,N
3580,neaglde01,1997,ATL,N
3581,piazzmi01,1997,LA,N
3582,schilcu01,1997,PHI,N
3583,walkela01,1997,COL,N
3584,womacto01,1997,PIT,N
3585,erstada01,1998,ANA,A
3586,percitr01,1998,ANA,A
3587,ripkeca01,1998,BAL,A
3588,palmera01,1998,BAL,A
3589,alomaro01,1998,BAL,A
3590,martipe02,1998,BOS,A
3591,gordoto01,1998,BOS,A
3592,durhara01,1998,CHI,A
3593,colonba01,1998,CLE,A
3594,thomeji01,1998,CLE,A
3595,loftoke01,1998,CLE,A
3596,vizquom01,1998,CLE,A
3597,ramirma02,1998,CLE,A
3598,alomasa02,1998,CLE,A
3599,easleda01,1998,DET,A
3600,palmede01,1998,KC,A
3601,radkebr01,1998,MIN,A
3602,wellsda01,1998,NY,A
3603,jeterde01,1998,NY,A
3604,o'neipa01,1998,NY,A
3605,brosisc01,1998,NY,A
3606,grievbe01,1998,OAK,A
3607,rodrial01,1998,SEA,A
3608,griffke02,1998,SEA,A
3609,arrojro01,1998,TB,A
3610,seleaa01,1998,TEX,A
3611,rodriiv01,1998,TEX,A
3612,wettejo01,1998,TEX,A
3613,gonzaju03,1998,TEX,A
3614,clemero02,1998,TOR,A
3615,whitede03,1998,ARI,N
3616,jonesch06,1998,ATL,N
3617,weisswa01,1998,ATL,N
3618,maddugr01,1998,ATL,N
3619,lopezja01,1998,ATL,N
3620,galaran01,1998,ATL,N
3621,glavito02,1998,ATL,N
3622,boonebr01,1998,CIN,N
3623,walkela01,1998,COL,N
3624,castivi02,1998,COL,N
3625,bicheda01,1998,COL,N
3626,renteed01,1998,FLA,N
3627,biggicr01,1998,HOU,N
3628,aloumo01,1998,HOU,N
3629,sheffga01,1998,LA,N
3630,shawje01,1998,LA,N
3631,vinafe01,1998,MIL,N
3632,urbinug01,1998,MON,N
3633,piazzmi01,1998,NY,N
3634,reedri01,1998,NY,N
3635,schilcu01,1998,PHI,N
3636,kendaja01,1998,PIT,N
3637,gwynnto01,1998,SD,N
3638,vaughgr01,1998,SD,N
3639,ashbyan01,1998,SD,N
3640,brownke03,1998,SD,N
3641,hoffmtr01,1998,SD,N
3642,bondsba01,1998,SF,N
3643,nenro01,1998,SF,N
3644,mcgwima01,1998,STL,N
3645,larkiba01,1999,CIN,N
3646,walkela01,1999,COL,N
3647,sosasa01,1999,CHI,N
3648,mcgwima01,1999,STL,N
3649,willima04,1999,ARI,N
3650,bagweje01,1999,HOU,N
3651,piazzmi01,1999,NY,N
3652,burnije01,1999,MIL,N
3653,bellja01,1999,ARI,N
3654,schilcu01,1999,PHI,N
3655,loftoke01,1999,CLE,A
3656,garcino01,1999,BOS,A
3657,griffke02,1999,SEA,A
3658,ramirma02,1999,CLE,A
3659,thomeji01,1999,CLE,A
3660,ripkeca01,1999,BAL,A
3661,palmera01,1999,TEX,A
3662,rodriiv01,1999,TEX,A
3663,alomaro01,1999,CLE,A
3664,martipe03,1999,BOS,A
3665,ausmubr01,1999,DET,A
3666,jahajo01,1999,OAK,A
3667,cansejo01,1999,TB,A
3668,offerjo01,1999,BOS,A
3669,jeterde01,1999,NY,A
3670,vizquom01,1999,CLE,A
3671,coomero01,1999,MIN,A
3672,fernato01,1999,TOR,A
3673,greensh01,1999,TOR,A
3674,ordonma01,1999,CHI,A
3675,surhob.01,1999,BAL,A
3676,willibe02,1999,NY,A
3677,gwynnto01,1999,SD,N
3678,liebemi01,1999,PHI,N
3679,caseyse01,1999,CIN,N
3680,kentje01,1999,SF,N
3681,gonzaal02,1999,FLA,N
3682,spraged02,1999,PIT,N
3683,gonzalu01,1999,ARI,N
3684,guerrvl01,1999,MON,N
